company,address,phone,website,emails
"The Groom Lounge, Brandon, Barbershop","732 W Brandon Blvd, Brandon, FL 33511, USA",,https://www.brandongl.com/book-your-barber,"info@mysite.com, docbarnes@icloud.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com"
"Knockout Hair Co.","426 W Brandon Blvd Suite 3, Brandon, FL 33511, USA","(321) 663-9382",http://knockouthairco.glossgenius.com/,knockout.fades23@gmail.com
"Studio 22 Salon & Spa","1308 E Lumsden Rd, Brandon, FL 33511, USA","(813) 571-2212",,
"Haas Salon","4853 Bruce B Downs Blvd, Wesley Chapel, FL 33544, USA","(813) 574-2540",https://www.haassalon.com/,user@domain.com
"J. Joseph Salon","1738 Bruce B Downs Blvd, Wesley Chapel, FL 33544, USA","(813) 235-6848",https://www.jjosephsalon.com/,
"Grandeur Hair Design in Wesley Chapel","27511 Cashford Cir STE 102, Wesley Chapel, FL 33544, USA","(813) 994-9455",https://www.grandeurhd.com/,grandeurhairdesign@gmail.com
"Lety Vibes Curly Hair Studio","3830 Turman Loop, Wesley Chapel, FL 33544, USA","(813) 361-5345",https://letyvibescurlyhairstudio.booksy.com/,"info.us@booksy.com, help.us@booksy.com"
"Foil & Tone","1265 Bruce B Downs Blvd, Wesley Chapel, FL 33544, USA","(813) 591-1500",https://www.vagaro.com/foilandtone?fbclid=PAAaYbZEo9iDiMSMoHUHixSEnq0ql8SZZ2NsvoWqVIbcZvuyGxfeFMohbdZL8,
"Salon Lofts","1249 Bruce B Downs Blvd Suite 23, Wesley Chapel, FL 33543, USA","(813) 345-8502",https://salonlofts.com/salons/wesley_chapel?utm_source=apple_maps&utm_medium=organic&utm_campaign=yext,
"Platinum Salon","20304 Trout Creek Dr, Tampa, FL 33647, USA","(813) 973-2400",,
"iStyle Salon","24406 FL-54, Land O' Lakes, FL 33559, USA","(813) 428-4607",,
"Pulse Salon and Spa","3756 Turman Loop STE 101, Wesley Chapel, FL 33544, USA","(813) 428-6917",http://pulsesalonandspa.com/,"pulsesalonandspa@gmail.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com"
"HAVEN hair studio","28100 Willet Way Suite 14, Wesley Chapel, FL 33543, USA","(813) 928-2984",http://havenhairfl.com/,"user@domain.com, hello@havenhairfl.com"
"Elysium Beauty Salon","1821 Bruce B Downs Blvd STE 113, Wesley Chapel, FL 33544, USA","(813) 994-4604",http://www.elysiumbeautysalon.com/,
"hq Salon Aveda","28329 Paseo Drive #140, Wesley Chapel, FL 33543, USA","(813) 527-0448",http://www.hqsalonspa.com/,
Ultracuts,"1710 Bruce B Downs Blvd, Wesley Chapel, FL 33544, USA","(813) 994-9200",http://ultracutshairsalon.com/,
"Drybar Wesley Chapel","28163 Paseo Drive Suite 135, Wesley Chapel, FL 33543, USA","(813) 702-1066",https://www.drybarshops.com/service/locator/detail/?slug=wesley-chapel-fl,
"Simply Colour Hair Salon Studio by Dean Downing","24738 FL-54, Lutz, FL 33559, USA","(813) 213-0959",https://simply-colour.com/,dean@simply-colour.com
"Glam Studios","27724 Cashford Cir Suite 101, Wesley Chapel, FL 33544, USA","(813) 907-7201",http://myglamstudios.com/,glamstudiosinc@gmail.com
"Hair by Wyss Salon | Blonde and Extension Specialist in Wesley Chapel","3820 Maryweather Ln Ste 102, Wesley Chapel, FL 33544, USA","(813) 364-4485",http://hairbywyss.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4628732337414525884,"info@hairbywyss.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com"
"Hair Studio by Rosalba","26847 Foggy Creek Rd STE 102, Wesley Chapel, FL 33544, USA","(813) 591-9222",https://www.instagram.com/hairby_rosalba/,
"Cristina Dominican Hair Studio LLC","3902 Flatiron Loop #102, Wesley Chapel, FL 33544, USA","(848) 203-0910",,
Raquel.Does.Hair.,"2405 Creel Ln Suite 101, Room 1, Wesley Chapel, FL 33544, USA","(656) 238-8832",,
"Salon Loft Suites","27223 FL-56, Wesley Chapel, FL 33544, USA","(813) 841-0576",https://www.salonloftsuites.com/,"info@salonloftsuites.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, salonloftsuites@gmail.com"
"Sola Salons","18061 Highwoods Preserve Pkwy Unit 8A, Tampa, FL 33647, USA","(813) 373-4907",https://www.solasalonstudios.com/locations/new-tampa-wesley-chapel?utm_source=gmb&utm_medium=organic,rich@solasalons.com
"Nirfa's Beauty Salon","27607 FL-56, Wesley Chapel, FL 33544, USA","(813) 527-6977",https://nirfas-beauty-salon.edan.io/,
Supercuts,"1924 Bruce B Downs Blvd #111, Wesley Chapel, FL 33544, USA","(813) 510-5200",https://www.supercuts.com/locations/nearme/haircut/fl/wesley-chapel/1924-bruce-b-downs-blvd--111/82390,
"Crew Hair LLC","3854 Flatiron Loop Suite 203, Wesley Chapel, FL 33544, USA","(813) 751-5223",https://instagram.com/ccrewhair,
"HAIR WITH JEN","3756 Turman Loop STE 101, Wesley Chapel, FL 33543, USA","(813) 310-3729",http://facebook.com/hairwithjen1,
"Salon Melisa Hair Studio","23912 FL-54, Lutz, FL 33559, USA","(813) 528-8786",http://salonmelisahairstudio.booksy.com/a,"info.us@booksy.com, help.us@booksy.com"
"Stella's Design","28100 Willet Way, Wesley Chapel, FL 33543, USA","(425) 737-7342",http://stellas-design.web.app/,
SmartStyle,"28500 State Rd 54, Wesley Chapel, FL 33543, USA","(813) 973-1913",https://www.smartstyle.com/locations/nearme/haircut/fl/wesley-chapel/28500-state-road-54/17920,
"A&M Hair Lounge","27658 Cashford Cir #102, Wesley Chapel, FL 33544, USA","(913) 850-3919",,
"Salon Sequence Studios","3854 Flatiron Loop, Wesley Chapel, FL 33544, USA","(813) 540-8808",http://salonsequence.com/,leasing@salonsequence.com
"J. Joseph Salon","5132 Land O' Lakes Blvd Suite 103, Land O' Lakes, FL 34639, USA","(813) 235-6848",http://www.jjosephsalon.com/,
"Blush Hair Studio","2816 Windguard Cir STE 102, Wesley Chapel, FL 33544, USA","(813) 906-8360",https://www.facebook.com/BlushHS/,
"Crystal Prince Salon","28100 Willet Way Loft 17, Wesley Chapel, FL 33543, USA","(813) 340-9038",http://crystalprincesalon.com/,contact@sansoxygen.com
"Sharkey's Cuts For Kids - Wesley,Chapel, FL","2653 Bruce B Downs Blvd #103, Wesley Chapel, FL 33544, USA","(813) 345-8424",https://www.sharkeyscutsforkidswesleychapel.com/,
"Prime Barbershop","6027 Wesley Grove Blvd Unit 206, Wesley Chapel, FL 33544, USA","(813) 527-6844",https://primebarberswc.com/,user@domain.com
"Londonspecial_Carla Black hair /Stylist","3820 Maryweather Ln suite 102, Wesley Chapel, FL 33544, USA","(410) 808-3705",,
"Exclusive Clientel Salon","3830 Turman Loop, Wesley Chapel, FL 33544, USA","(813) 994-2393",,
"Cameo Salon & Spa","1817 Collier Pkwy, Lutz, FL 33549, USA","(813) 948-7411",https://www.cameosalonspa.com/,frontdesk@cameo-salon.com
"Transcend Hair Studio","2241 Twelve Oaks Way #4, Wesley Chapel, FL 33544, USA","(813) 727-7339",,
"Badar's Hair N All","1820 Bruce B Downs Blvd, Wesley Chapel, FL 33543, USA","(813) 973-8819",http://www.badarshairandall.com/,hairandallinc@outlook.com
"J. Joseph Salon","18861 FL-54, Lutz, FL 33558, USA","(813) 235-6848",http://www.jjosephsalon.com/,
"23 Roses Hair Studio","27417 Cashford Cir #101, Wesley Chapel, FL 33544, USA","(813) 470-6347",https://23roseshairstudio.glossgenius.com/,23roseshairstudio@gmail.com
JkHair,"2253 Twelve Oaks Way #102, Wesley Chapel, FL 33544, USA","(813) 482-2969",https://jkhair7.square.site/,13e49d785d8d4f828038b6136f3b48ba@sentry.io
"THE CURL SPECIALIST STUDIO 22","18061 Highwoods Preserve Pkwy, Tampa, FL 33647, USA","(813) 408-9177",https://www.schedulicity.com/scheduling/tcs3wf,
"BloNgo Tampa Blowdry Bar Salon & Suites","2241 Twelve Oaks Way, Wesley Chapel, FL 33544, USA","(813) 440-3560",https://placeyard.top/blongo-tampa-blowdry-bar-salon-suites-gxq2nyy,info@example.com
"Refresh Enterprise","6027 Wesley Grove Blvd Unit 206B, Wesley Chapel, FL 33544, USA","(727) 366-3294",,
"Salon Lofts","28100 Willet Way, Wesley Chapel, FL 33543, USA","(813) 586-1905",https://salonlofts.com/salons/wiregrass?utm_source=apple_maps&utm_medium=organic&utm_campaign=yext,
"Visionary Hair Co","2405 Creel Ln Suite 101, Room 1, Wesley Chapel, FL 33544, USA","(813) 991-0293",,
"Nessa Beauty","28100 Willet Way, Wesley Chapel, FL 33543, USA","(813) 998-5785",https://nessa-beauty.com/,vcallehairstudio@gmail.com
"Shear Blonde Salon","28100 Willet Way #4, Wesley Chapel, FL 33543, USA","(813) 512-9716",http://www.shearblondesalon.com/,
"@ Hair Studio Be","18101 Highwoods Preserve Pkwy, Tampa, FL 33647, USA","(248) 796-1083",http://www.styleseat.com/sherecelanae,
"Hair Revival llc","2312 Cypress Cove, Wesley Chapel, FL 33544, USA","(352) 584-3103",https://usmapiz.org/details/hair-revival-llc-ChIJa5P,
"Nadia J. Doura Salon","28100 Willet Way Studio 11, Wesley Chapel, FL 33543, USA","(646) 387-7295",http://nadiajdoura.glossgenius.com/,nadiadoura@gmail.com
"Salon Tre' Anne","26606 Wesley Chapel Blvd, Lutz, FL 33559, USA","(813) 994-3553",https://www.facebook.com/salontreanne,
"Perfect Haircut Inc","30030 County Line Rd, Wesley Chapel, FL 33543, USA","(813) 907-0003",,
"Star's Organic Spa","27551 Cashford Cir #101, Wesley Chapel, FL 33544, USA","(813) 973-8787",http://www.starsorganicspa.com/,contact@youroceanwpwebsite.com
"Musart Salon","5859 Fruitville Rd, Sarasota, FL 34232, USA","(941) 377-4900",http://www.musartsalon.com/?y_source=1_NTYxMzU2NTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,contact@musartsalon.com
"BT on the Blvd","1442 Boulevard of the Arts, Sarasota, FL 34236, USA","(941) 706-4646",http://www.btontheblvd.com/,info@btontheblvd.com
"Inspirations Salon And Day SPA","126 N Orange Ave, Sarasota, FL 34236, USA","(941) 906-8686",https://inspirationssalon.net/,info@inspirationssalon.net
"The Little Salon","1776 Main St, Sarasota, FL 34236, USA","(941) 955-4691",http://www.thelittlesalon.co/,"user@domain.com, guest@thelittlesalon.com"
"Fresh Salon Co.","1819 Main St #118, Sarasota, FL 34236, USA","(941) 906-7709",http://www.freshsalonco.com/,
"The Stylists by HB","5433 Fruitville Rd, Sarasota, FL 34232, USA","(941) 600-8707",http://www.thestylistsbyhb.com/,"team@latofonts.com, anapbm@gmail.com, filler@godaddy.com, hello@thestylistsbyhb.com"
"Nuovo Salons","4952 S Tamiami Trl, Sarasota, FL 34231, USA","(941) 684-9000 ext. 4",http://nuovosalongroup.com/,
"Les Ciseaux Salon and Spa","6 N Boulevard of the Presidents, Sarasota, FL 34236, USA","(941) 388-2176",https://lesciseauxsarasota.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,lesciseaux@gmail.com
"Emily Vo Hairstylist | Sarasota","3671 Webber St, Sarasota, FL 34232, USA","(941) 350-2885",https://emilyvo1.glossgenius.com/services,emilyvo2230@yahoo.com
"Orla Hair Salon","1471 Main St, Sarasota, FL 34236, USA","(941) 822-0421",http://orlahair.salon/,contact@orlahair.salon
"Soultuary Salon","4141 S Tamiami Trl Suite 1, Sarasota, FL 34231, USA","(336) 345-4713",http://www.soultuarysalon.com/,"rachel@soultuarysalon.com, user@domain.com"
"Cutting Loose Salon","8429 Honore Ave, University Park, FL 34201, USA","(941) 358-6000",https://www.cuttingloosesalon.com/,
"Salon Suites of Sarasota","5250 17th St Unit 103, Sarasota, FL 34235, USA","(941) 402-9446",https://www.salonsuitesofsarasota.com/,"jamiekingas@yahoo.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com"
"Sarasota Hair Queen Salon","200 Central Ave Suite #1, Sarasota, FL 34236, USA","(941) 214-0728",http://sarasotahairqueen.com/,"hi@mystore.com, 13e49d785d8d4f828038b6136f3b48ba@sentry.io"
"James Griffith Salon - Sarasota","4011 Clark Rd, Sarasota, FL 34233, USA","(941) 921-2665",https://jamesgriffithsalon.com/locations/sarasota-fl,
"Poised Beauty Salon","2123 Siesta Dr, Sarasota, FL 34239, USA","(941) 400-5636",http://www.poisedbeautysalon.com/?y_source=1_MjAxODgyMzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"book@poisedbeautysalon.com, user@domain.com"
"Modish Salon","7500 Island Cove Terrace UNIT 101, Sarasota, FL 34240, USA","(941) 358-9777",http://modishsalon.com/,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, management@modishsalon.com"
"Salon Lofts","3800 S Tamiami Trl, Sarasota, FL 34239, USA","(941) 993-1576",https://salonlofts.com/salons/paradise_plaza?utm_source=apple_maps&utm_medium=organic&utm_campaign=yext,
"Spa Hollywood","5780 Swift Rd, Sarasota, FL 34231, USA","(941) 927-2635",https://spahollywood.com/,tessspahollywood@gmail.com
"Salon Forty-One on main","1642 Main St, Sarasota, FL 34236, USA","(941) 650-5868",,
"LUXE Salon and Day Spa","3524 Fruitville Rd, Sarasota, FL 34237, USA","(941) 312-4463",http://www.luxesalonspa-srq.com/,"%20info@luxesalonspa-srq.com, 20info@luxesalonspa-srq.com, info@luxesalonspa-srq.com"
"Sarasota Balayage","4141 S Tamiami Trl Suite 1, Sarasota, FL 34231, USA","(336) 345-4713",http://www.sarasotabalayage.com/,
"Derek The Salon","610 S Pineapple Ave, Sarasota, FL 34236, USA","(941) 400-4173",https://derekthesalon.com/,info@derekthesalon.com
"Sarasota Salon and Spa","930 Cocoanut Ave, Sarasota, FL 34236, USA","(941) 914-5888",https://sarasotanailsalon.com/,
"Evolve Hair Lounge","2043 Bahia Vista St, Sarasota, FL 34239, USA","(941) 451-4247",http://evolvehairloungesrq.com/,
"Apartment 12 Hair Studio","1636 Main St, Sarasota, FL 34236, USA","(941) 954-7670",https://apartment12hairstudio.com/,apartment12hairstudio@gmail.com
"LG HOWARD & COMPANY","8620 S Tamiami Trl, Sarasota, FL 34238, USA","(941) 702-5390",http://www.lghowardsalon.com/,
"Salon and Spa Valentina","5702 Clark Rd, Sarasota, FL 34233, USA","(941) 928-2198",http://www.salonandspavalentina.com/,"valentina@salonandspavalentina.com, user@domain.com"
"Angela's Pure Salon & Spa","3510 N Lockwood Ridge Rd, Sarasota, FL 34234, USA","(941) 351-0670",http://angelaspuresalon.com/,
"Hair by Yana","501 N Beneva Rd SUITE 260 Room #30, Sarasota, FL 34232, USA","(224) 475-5090",https://www.hairbyyana.com/,"hair.byyana16@gmail.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com, example@mysite.com"
"Maven & Mane Salon","3603 Clark Rd, Sarasota, FL 34233, USA","(941) 404-5599",http://mavenandmane.com/,your-email@example.com
"Nuovo Salon Group","1421 1st St, Sarasota, FL 34236, USA","(941) 684-9000 ext. 6",http://nuovosalongroup.com/,
"Ana Molinari Salon Spa Boutique","72 S Lemon Ave, Sarasota, FL 34236, USA","(941) 365-1415",http://anamolinari.com/,"anamolinarisalonspa@hotmail.com, ana@anamolinari.com, fabiolabeckmann@hotmail.com, abiolabeckmann@hotmail.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com"
"Smyrna Hair Salon","2881 Clark Rd UNIT 15, Sarasota, FL 34231, USA","(941) 271-4704",https://www.smyrnasalon.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=311a5a32-caff-4798-924f-6a99013df0a8,"smyrnasalon@gmail.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com"
"B Gorgeous Hair Studio","5119 N Tamiami Trl Suite 7, Sarasota, FL 34234, USA","(941) 735-9664",,
"Viva Salon","3671 Webber St, Sarasota, FL 34232, USA","(941) 265-8482",https://vivasalonfl.com/,"vivasalon3671@gmail.com, hi@typemade.mx, dave@lab6.com, filler@godaddy.com"
"Southern Roots Salon","5568 Palmer Blvd UNIT B, Sarasota, FL 34232, USA","(941) 378-2948",https://www.southernrootssrq.com/,"southernrootssalongroup@gmail.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com"
"Sarasota Blonde","1820 Hillview St, Sarasota, FL 34239, USA","(941) 228-5734",http://thesarasotablonde.com/,"sarasotablondes@gmail.com, user@domain.com"
"Curls Like Crazy","8051 N Tamiami Trl e9, Sarasota, FL 34243, USA","(941) 500-2848",https://curlslikecrazy.com/,"matt@pixelspread.com, impallari@gmail.com, hello@rfuenzalida.com"
Supercuts,"3908 S Tamiami Trl UNIT A, Sarasota, FL 34231, USA","(941) 365-2121",https://www.supercuts.com/locations/nearme/haircut/fl/sarasota/3908-s-tamiami-trl-ste-a/82097,
"Assunta Salon","1833 Morrill St, Sarasota, FL 34236, USA","(941) 254-1818",http://assuntasalon.com/,assunta@assuntasalon.com
"Sarasota Hairstylist","1833 Morrill St, Sarasota, FL 34236, USA","(941) 780-0359",https://www.srqstylist.com/,user@domain.com
"Silvana Perez Hair Stylist","501 S Beneva Rd, Sarasota, FL 34232, USA","(863) 303-4347",https://silvanaperezhair.com/,
"d. cole hair design","1821 Morrill St, Sarasota, FL 34236, USA","(941) 954-2390",http://www.dcolehair.com/,
"Shine Hair Design Studio","4141 S Tamiami Trl APT 21, Sarasota, FL 34231, USA","(941) 926-1975",http://www.shinesalonsarasota.com/,"shinesarasota@gmail.com, user@domain.com"
"Beauty by Becca at Salty Mayne","7670 S Tamiami Trl, Sarasota, FL 34231, USA","(941) 539-7411",http://www.beautybybeccasrq.com/,user@domain.com
"Kimmie B and The Atomic Blondes Salon","6633 Superior Ave, Sarasota, FL 34231, USA","(941) 350-9599",http://www.kimmiebandtheatomicblondessalon.com/,
"The Confidence Factory","2961 University Pkwy, Sarasota, FL 34243, USA","(941) 306-5398",https://www.theconfidencefactorysalon.com/,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 88170cb0c9d64f94b5821ca7fd2d55a4@sentry-next.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com"
"Sassy Hair On Siesta Key","209 Beach Rd, Siesta Key, FL 34242, USA","(941) 349-6525",http://www.sassyhair.com/,sassy@sassyhair.com
"Hair & Earth Organic Salon and Headspa","200 Central Ave, Sarasota, FL 34236, USA","(941) 284-9563",https://hairandearth.glossgenius.com/,hairandearth@gmail.com
"SRQ Couture Hair Salon and Spa","1530 Dolphin St, Sarasota, FL 34236, USA","(941) 316-9660",https://srqcouturesalonandspa.com/,
"Red Feather Salon","200 Central Ave Suite 23, Sarasota, FL 34236, USA","(941) 346-6222",http://www.redfeathersrq.com/,"jen@redfeathersrq.com, user@domain.com"
"Tousle Salon","1735 Fruitville Rd c, Sarasota, FL 34292, USA","(941) 312-1495",http://touslesalon.net/,user@domain.com
"Salons by JC Sarasota Towne Center","5376 Fruitville Rd, Sarasota, FL 34232, USA","(941) 266-7527",https://salonsbyjc.com/location/florida-sarasota-town-center/,"contact@salonsbyjc.com, info@salonsbyjcnashville.com, sbjc.mobile@gmail.com, scottsdale@salonsbyjc.com, pacificcommons@salonsbyjc.com, huntingtonbeachconcierge@salonsbyjc.com, nelson.chan@salonsbyjc.com, darin.mcghee@gmail.com, ingrid@courtstonemgmt.com, sbjc.sanramon@gmail.com, admin@salonsbyjc.com, sbjc.walnutcreek@gmail.com, sbjc.sherway@salonsbyjc.com, k.hochart@salonsbyjc.com, greenwoodvillage@salonsbyjc.com, scott@salonsbyjc.com, jimmcguiness@salonsbyjc.com, dcorreia@salonsbyjc.com, gary@salonsbyjc.com, cyndi@salonsbyjc.com, sbjc.boyntonbeach@gmail.com, dcooke@salonsbyjc.com, sbjchollywood@gmail.com, sbjckendalelakes@gmail.com, sbjc.lhp@gmail.com, lisa@salonsbyjc.com, urjeet.patel@salonsbyjc.com, gsbedrin@salonsbyjc.com, sbjc.flamingopines@gmail.com, davelong@salonsbyjc.com, sbjc.sarasotatc@gmail.com, a.molano@salonsbyjc.com, sbjc.haynes.bridge@gmail.com, jmurphy@salonsbyjc.com, sbjc.buford@gmail.com, chad.oldweiler@salonsbyjc.com, roswell@salonsbyjc.com, sbjc.roswellga@gmail.com, kent.petzold@salonsbyjc.com, elizabeth.mccarthy@salonsbyjc.com, jmlang@salonsbyjc.com, concierge.highlandpark@salonsbyjc.com, sbjc.lochraven@gmail.com, sbjc.burlex@gmail.com, sbjc.stoneham@gmail.com, novi.sbjc@gmail.com, applevalley@salonsbyjc.com, brent@salonsbyjc.com, bloomington@salonsbyjc.com, diana@salonsbyjc.com, coonrapids@salonsbyjc.com, cottagegrove@salonsbyjc.com, asimek@salonsbyjc.com, dean@salonsbyjc.com, saintlouisgalleria@salonsbyjc.com, townandcountry@salonsbyjc.com, angie@salonsbyjc.com, eagleplaza@salonsbyjc.com, sbjc.middletown@gmail.com, salonsbyjcnnj@gmail.com, abraham.ezekiel@salonsbyjc.com, scott.penza@salonsbyjc.com, janice@courtstonemgmt.com, maya@courtstonemgmt.com, sbjc.carycrossroads@gmail.com, carmel.park@salonsbyjc.com, luis.c.moreno@salonsbyjc.com, south.park@salonsbyjc.com, huntersville@salonsbyjc.com, raleigh@salonsbyjc.com, wakefield@salonsbyjc.com, gsmyers@salonsbyjc.com, adgriesmyer@salonsbyjc.com, s.patel@salonsbyjc.com, karen.ingram@salonsbyjc.com, sbjc.northwales@gmail.com, sbjc.warrington@gmail.com, wayne@salonsbyjc.com, dagney.helms@salonsbyjc.com, jansco@salonsbyjc.com, shawn@salonsbyjcnashville.com, allen.tx@salonsbyjc.com, arlington.tx@salonsbyjc.com, sbjc.davenport@gmail.com, mjjmratcliff@salonsbyjc.com, contact@salonsbyjcaustin.com, salonsbyjc.cc@gmail.com, casalinda@salonsbyjc.com, g.shaibeh@salonsbyjc.com, dallas.campbell@salonsbyjc.com, southlake@salonsbyjc.com, l.katz@salonsbyjc.com, vipsalonsuites@gmail.com, meyerland@salonsbyjc.com, westumanager@salonsbyjc.com, margaritasalonsbyjc@gmail.com, sbjc.katy@gmail.com, john.burgtorf@salonsbyjc.com, sbjc.lewisville@gmail.com, b.cassel@salonsbyjc.com, creekside@salonsbyjc.com, sbjc.pearland@gmail.com, sjcpearland@gmail.com, plano.sbjc@gmail.com, sbjc.richmond@gmail.com, sbjc.rosenberg@gmail.com, dominion.ridge@salonsbyjc.com, huebner@salonsbyjc.com, legacy@salonsbyjc.com, quarry@salonsbyjc.com, forum@salonsbyjc.com, westwood@salonsbyjc.com, scott.mckinney@salonsbyjc.com, sbjc.birnhamwoods@gmail.com, glcrossing@salonsbyjc.com, sbjc.grandparkway@gmail.com, trophyclub@salonsbyjc.com, waco@salonsbyjc.com, sbjc.webster@gmail.com, deanc@aol.com, seattle@salonsbyjc.com"
"Hair Love the Salon","3900 Clark Rd Building H2, Sarasota, FL 34233, USA","(941) 586-7737",http://www.hairlovethesalon.com/,"deecutshair@gmail.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com"
"Untangled Salon Studio","1735 Fruitville Rd Ste A, Sarasota, FL 34236, USA","(941) 799-4247",http://untangledsalonstudio.com/,
